Episode,Reward,alpha,Ki,Ms,Rp,TMR,eta,J_she,t_pulse,t_relax,d,tf,kl_div_score,energy
1,-1,0.01,0.0003592823028564453,300000.0,500.0,3,0.44072786122560503,2592241637110.71,4.058307725191116e-08,4.058307725191116e-08,3e-09,1.1e-09,1000000,1000000
1,0,0.01067314863204956,0.001,2000000.0,50000.0,3,0.1,5000000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,0.11620463138682037,1.1272989300370462e-10
1,-1,0.018317964673042298,0.000948635482788086,1953105.4496765137,500.0,3,0.1,10000000000.0,4.774348437786102e-08,4.774348437786102e-08,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0002,1443803.882598877,500.0,3,2.0,10000000000.0,7.158406555652617e-08,7.158406555652617e-08,3e-09,1.1e-09,0.07908523095564307,1.6409512593124818e-15
1,-1,0.01,0.0002,2000000.0,500.0,3,0.23424869626760483,10000000000.0,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0002,2000000.0,500.0,3,0.1,170294306240.97586,3.6506305187940594e-08,3.6506305187940594e-08,3e-09,1.1e-09,0.07504889438790185,6.496609051501873e-14
1,-1,0.01,0.0007083615303039551,888494.536280632,500.0,3,2.0,2051519623398.7808,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0005547725439071655,2000000.0,39640.795677900314,3,2.0,5000000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,0.0742413736205907,1.1270725456848096e-10
1,0,0.0387949675321579,0.0002,669190.6213760376,24403.66032719612,3,0.1,10000000000.0,7.575188606977463e-09,7.575188606977463e-09,3e-09,1.1e-09,0.1082213121543919,8.881107530027045e-15
1,-1,0.01,0.0002,300000.0,39103.177189826965,3,0.1,1144947533160.448,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0002,1363282.859325409,20361.547738313675,3,1.358774507045746,10000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,0.0726839398472811,4.603259390872503e-14
1,-1,0.08213051736354829,0.00033122608661651615,300000.0,50000.0,3,0.1,1340300751924.5146,5e-10,5e-10,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0002,2000000.0,500.0,3,0.1,5000000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,0.10863181797446353,1.1250285546909878e-10
1,0,0.01,0.0002,1410165.148973465,500.0,3,0.1,10000000000.0,4.325165003538132e-08,4.325165003538132e-08,3e-09,1.1e-09,0.1086748322160463,9.861918350431539e-16
1,-1,0.01,0.00035914053916931155,475078.4933567047,500.0,3,2.0,4086280511617.6606,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
1,0,0.01,0.0003223876714706421,1121092.5191640854,500.0,3,0.1,10000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,0.14874885261830872,1.01337525328868e-15
1,0,0.01,0.0002,966091.8444395065,10884.931333363056,3,0.1,5000000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,0.11433596605327742,1.1251004542814358e-10
1,0,0.01,0.0002,1107548.0192899704,500.0,3,0.7742867887020111,1759409849047.661,7.5e-08,7.5e-08,3e-09,1.1e-09,0.07698478038443905,1.3930575823786761e-11
1,0,0.01,0.0002,2000000.0,500.0,3,2.0,10000000000.0,3.31035214215517e-08,3.31035214215517e-08,3e-09,1.1e-09,0.07037084965034553,1.4568623984705962e-15
1,0,0.07909692823886871,0.0002,627637.2671127319,500.0,3,0.1,10000000000.0,7.5e-08,7.5e-08,3e-09,1.1e-09,0.16367194439271973,4.941938730217607e-15
1,0,0.08389484226703645,0.00024821996688842776,575171.4050769806,20818.64309310913,3,0.1,2927444148063.6597,3.3604126378893846e-08,3.3604126378893846e-08,3e-09,1.1e-09,0.08134475799364117,1.7321616891611407e-11
2,0,0.01,0.0002,2000000.0,500.0,3,0.1,10000000000.0,2.9355500742793083e-08,2.9355500742793083e-08,3e-09,1.1e-09,0.08582132377444894,1.4139624686570925e-15
2,0,0.01,0.0002,1972757.7924728394,500.0,3,0.9347129225730896,557388434931.6359,4.6301585793495174e-08,4.6301585793495174e-08,3e-09,1.1e-09,0.07478082384719201,8.647015854864812e-13
2,-1,0.1,0.0002,1031290.5699014664,500.0,3,0.1,4455562823414.803,7.5e-08,7.5e-08,3e-09,1.1e-09,1000000,1000000
2,0,0.01,0.0005748623132705689,1418203.9976119995,500.0,3,0.1,10000000000.0,5.402290049195289e-08,5.402290049195289e-08,3e-09,1.1e-09,0.07219729172474353,9.096589665137238e-16
2,0,0.061769428849220286,0.001,1205940.6995773315,50000.0,3,0.1,4778646664023.399,7.417444920539856e-08,7.417444920539856e-08,3e-09,1.1e-09,0.08394458995811879,1.0172509730642376e-10
2,0,0.01,0.0002623321294784546,300000.0,11576.362371444702,3,0.1,1893992375135.4219,4.9904236316680907e-08,4.9904236316680907e-08,3e-09,1.1e-09,0.09025254146597136,1.0744469706655547e-11
